image_id,num_detections,tier
uav0000117_02622_v_frame0000109,44,Sedang
uav0000117_02622_v_frame0000110,44,Sedang
uav0000117_02622_v_frame0000111,43,Sedang
uav0000117_02622_v_frame0000112,43,Sedang
uav0000117_02622_v_frame0000113,43,Sedang
uav0000117_02622_v_frame0000114,43,Sedang
uav0000117_02622_v_frame0000115,43,Sedang
uav0000117_02622_v_frame0000116,43,Sedang
uav0000117_02622_v_frame0000117,43,Sedang
uav0000117_02622_v_frame0000118,43,Sedang
uav0000117_02622_v_frame0000119,42,Sedang
uav0000117_02622_v_frame0000120,42,Sedang
uav0000117_02622_v_frame0000121,42,Sedang
uav0000117_02622_v_frame0000122,44,Sedang
uav0000117_02622_v_frame0000123,44,Sedang
uav0000117_02622_v_frame0000124,44,Sedang
uav0000117_02622_v_frame0000125,44,Sedang
uav0000117_02622_v_frame0000126,44,Sedang
uav0000117_02622_v_frame0000127,44,Sedang
uav0000117_02622_v_frame0000128,43,Sedang
uav0000117_02622_v_frame0000129,43,Sedang
uav0000117_02622_v_frame0000130,43,Sedang
uav0000117_02622_v_frame0000131,43,Sedang
uav0000117_02622_v_frame0000132,45,Sedang
uav0000117_02622_v_frame0000133,45,Sedang
uav0000117_02622_v_frame0000134,45,Sedang
uav0000117_02622_v_frame0000135,45,Sedang
uav0000117_02622_v_frame0000136,48,Sedang
uav0000117_02622_v_frame0000137,48,Sedang
uav0000117_02622_v_frame0000138,48,Sedang
uav0000117_02622_v_frame0000139,48,Sedang
uav0000117_02622_v_frame0000140,48,Sedang
uav0000117_02622_v_frame0000141,48,Sedang
uav0000117_02622_v_frame0000142,48,Sedang
uav0000117_02622_v_frame0000143,48,Sedang
uav0000117_02622_v_frame0000144,48,Sedang
uav0000117_02622_v_frame0000145,48,Sedang
uav0000117_02622_v_frame0000146,48,Sedang
uav0000117_02622_v_frame0000147,47,Sedang
uav0000117_02622_v_frame0000148,46,Sedang
uav0000117_02622_v_frame0000149,46,Sedang
uav0000117_02622_v_frame0000150,46,Sedang
uav0000117_02622_v_frame0000151,46,Sedang
uav0000117_02622_v_frame0000152,42,Sedang
uav0000117_02622_v_frame0000153,42,Sedang
uav0000117_02622_v_frame0000154,38,Sedang
uav0000117_02622_v_frame0000155,38,Sedang
uav0000117_02622_v_frame0000156,38,Sedang
uav0000117_02622_v_frame0000157,38,Sedang
uav0000117_02622_v_frame0000158,38,Sedang
uav0000117_02622_v_frame0000159,38,Sedang
uav0000117_02622_v_frame0000160,38,Sedang
uav0000117_02622_v_frame0000161,38,Sedang
uav0000117_02622_v_frame0000162,38,Sedang
uav0000117_02622_v_frame0000163,38,Sedang
uav0000117_02622_v_frame0000164,38,Sedang
uav0000117_02622_v_frame0000165,38,Sedang
uav0000117_02622_v_frame0000166,38,Sedang
uav0000117_02622_v_frame0000167,38,Sedang
uav0000117_02622_v_frame0000168,38,Sedang
uav0000117_02622_v_frame0000169,38,Sedang
uav0000117_02622_v_frame0000170,38,Sedang
uav0000117_02622_v_frame0000171,39,Sedang
uav0000117_02622_v_frame0000172,39,Sedang
uav0000117_02622_v_frame0000173,39,Sedang
uav0000117_02622_v_frame0000174,39,Sedang
uav0000117_02622_v_frame0000175,39,Sedang
uav0000117_02622_v_frame0000176,39,Sedang
uav0000117_02622_v_frame0000177,39,Sedang
uav0000117_02622_v_frame0000178,39,Sedang
uav0000117_02622_v_frame0000179,39,Sedang
uav0000117_02622_v_frame0000180,39,Sedang
uav0000117_02622_v_frame0000181,39,Sedang
uav0000117_02622_v_frame0000182,38,Sedang
uav0000117_02622_v_frame0000183,37,Sedang
uav0000117_02622_v_frame0000184,37,Sedang
uav0000117_02622_v_frame0000185,36,Sedang
uav0000117_02622_v_frame0000186,36,Sedang
uav0000117_02622_v_frame0000187,36,Sedang
uav0000117_02622_v_frame0000188,36,Sedang
uav0000117_02622_v_frame0000189,36,Sedang
uav0000117_02622_v_frame0000190,36,Sedang
uav0000117_02622_v_frame0000191,36,Sedang
uav0000117_02622_v_frame0000192,36,Sedang
uav0000117_02622_v_frame0000193,36,Sedang
uav0000117_02622_v_frame0000194,37,Sedang
uav0000117_02622_v_frame0000195,37,Sedang
uav0000117_02622_v_frame0000196,37,Sedang
uav0000117_02622_v_frame0000197,38,Sedang
uav0000117_02622_v_frame0000198,38,Sedang
uav0000117_02622_v_frame0000199,38,Sedang
uav0000117_02622_v_frame0000200,37,Sedang
uav0000117_02622_v_frame0000201,37,Sedang
uav0000117_02622_v_frame0000202,37,Sedang
uav0000117_02622_v_frame0000203,37,Sedang
uav0000117_02622_v_frame0000204,37,Sedang
uav0000117_02622_v_frame0000205,37,Sedang
uav0000117_02622_v_frame0000206,37,Sedang
uav0000117_02622_v_frame0000207,37,Sedang
uav0000117_02622_v_frame0000208,37,Sedang
uav0000117_02622_v_frame0000209,37,Sedang
uav0000117_02622_v_frame0000210,37,Sedang
uav0000117_02622_v_frame0000211,37,Sedang
uav0000117_02622_v_frame0000212,38,Sedang
uav0000117_02622_v_frame0000213,38,Sedang
uav0000117_02622_v_frame0000214,38,Sedang
uav0000117_02622_v_frame0000215,38,Sedang
uav0000117_02622_v_frame0000216,39,Sedang
uav0000117_02622_v_frame0000217,39,Sedang
uav0000117_02622_v_frame0000218,39,Sedang
uav0000117_02622_v_frame0000219,39,Sedang
uav0000117_02622_v_frame0000220,39,Sedang
uav0000117_02622_v_frame0000221,39,Sedang
uav0000117_02622_v_frame0000222,40,Sedang
uav0000117_02622_v_frame0000223,40,Sedang
uav0000117_02622_v_frame0000224,40,Sedang
uav0000117_02622_v_frame0000225,40,Sedang
uav0000117_02622_v_frame0000226,40,Sedang
uav0000117_02622_v_frame0000227,40,Sedang
uav0000117_02622_v_frame0000228,41,Sedang
uav0000117_02622_v_frame0000229,41,Sedang
uav0000117_02622_v_frame0000230,41,Sedang
uav0000117_02622_v_frame0000231,42,Sedang
uav0000117_02622_v_frame0000232,42,Sedang
uav0000117_02622_v_frame0000233,42,Sedang
uav0000117_02622_v_frame0000234,42,Sedang
uav0000117_02622_v_frame0000235,42,Sedang
uav0000117_02622_v_frame0000236,42,Sedang
uav0000117_02622_v_frame0000237,43,Sedang
uav0000117_02622_v_frame0000238,42,Sedang
uav0000117_02622_v_frame0000239,42,Sedang
uav0000117_02622_v_frame0000240,40,Sedang
uav0000117_02622_v_frame0000241,42,Sedang
uav0000117_02622_v_frame0000242,42,Sedang
uav0000117_02622_v_frame0000243,42,Sedang
uav0000117_02622_v_frame0000244,42,Sedang
uav0000117_02622_v_frame0000245,42,Sedang
uav0000117_02622_v_frame0000246,42,Sedang
uav0000117_02622_v_frame0000247,42,Sedang
uav0000117_02622_v_frame0000248,43,Sedang
uav0000117_02622_v_frame0000249,43,Sedang
uav0000117_02622_v_frame0000250,43,Sedang
uav0000117_02622_v_frame0000251,43,Sedang
uav0000117_02622_v_frame0000252,43,Sedang
uav0000117_02622_v_frame0000253,43,Sedang
uav0000117_02622_v_frame0000254,43,Sedang
uav0000117_02622_v_frame0000255,43,Sedang
uav0000117_02622_v_frame0000256,43,Sedang
uav0000117_02622_v_frame0000257,43,Sedang
uav0000117_02622_v_frame0000258,43,Sedang
uav0000117_02622_v_frame0000259,43,Sedang
uav0000117_02622_v_frame0000260,43,Sedang
uav0000117_02622_v_frame0000261,43,Sedang
uav0000117_02622_v_frame0000262,43,Sedang
uav0000117_02622_v_frame0000263,43,Sedang
uav0000117_02622_v_frame0000264,43,Sedang
uav0000117_02622_v_frame0000265,43,Sedang
uav0000117_02622_v_frame0000266,43,Sedang
uav0000117_02622_v_frame0000267,43,Sedang
uav0000117_02622_v_frame0000268,43,Sedang
uav0000117_02622_v_frame0000269,43,Sedang
uav0000117_02622_v_frame0000270,43,Sedang
uav0000117_02622_v_frame0000271,43,Sedang
uav0000117_02622_v_frame0000272,41,Sedang
uav0000117_02622_v_frame0000273,41,Sedang
uav0000117_02622_v_frame0000274,41,Sedang
uav0000117_02622_v_frame0000275,41,Sedang
uav0000117_02622_v_frame0000276,41,Sedang
uav0000117_02622_v_frame0000277,41,Sedang
uav0000117_02622_v_frame0000278,40,Sedang
uav0000117_02622_v_frame0000279,40,Sedang
uav0000117_02622_v_frame0000280,40,Sedang
uav0000117_02622_v_frame0000281,40,Sedang
uav0000117_02622_v_frame0000282,40,Sedang
uav0000117_02622_v_frame0000283,40,Sedang
uav0000117_02622_v_frame0000284,40,Sedang
uav0000117_02622_v_frame0000285,40,Sedang
uav0000117_02622_v_frame0000286,40,Sedang
uav0000117_02622_v_frame0000287,40,Sedang
uav0000117_02622_v_frame0000288,40,Sedang
uav0000117_02622_v_frame0000289,40,Sedang
uav0000117_02622_v_frame0000290,40,Sedang
uav0000117_02622_v_frame0000291,40,Sedang
uav0000117_02622_v_frame0000292,40,Sedang
uav0000117_02622_v_frame0000293,40,Sedang
uav0000117_02622_v_frame0000294,40,Sedang
uav0000117_02622_v_frame0000295,40,Sedang
uav0000117_02622_v_frame0000296,40,Sedang
uav0000117_02622_v_frame0000297,40,Sedang
uav0000117_02622_v_frame0000298,40,Sedang
uav0000117_02622_v_frame0000299,40,Sedang
uav0000117_02622_v_frame0000300,40,Sedang
uav0000117_02622_v_frame0000301,100,Tinggi
uav0000117_02622_v_frame0000302,100,Tinggi
uav0000117_02622_v_frame0000303,100,Tinggi
uav0000117_02622_v_frame0000304,100,Tinggi
uav0000117_02622_v_frame0000305,99,Tinggi
uav0000117_02622_v_frame0000306,98,Tinggi
uav0000117_02622_v_frame0000307,98,Tinggi
uav0000117_02622_v_frame0000308,98,Tinggi
uav0000117_02622_v_frame0000309,98,Tinggi
uav0000117_02622_v_frame0000310,98,Tinggi
uav0000117_02622_v_frame0000311,98,Tinggi
uav0000117_02622_v_frame0000312,98,Tinggi
uav0000117_02622_v_frame0000313,98,Tinggi
uav0000117_02622_v_frame0000314,98,Tinggi
uav0000117_02622_v_frame0000315,98,Tinggi
uav0000117_02622_v_frame0000316,98,Tinggi
uav0000117_02622_v_frame0000317,98,Tinggi
uav0000117_02622_v_frame0000318,98,Tinggi
uav0000117_02622_v_frame0000319,99,Tinggi
uav0000117_02622_v_frame0000320,99,Tinggi
uav0000117_02622_v_frame0000321,100,Tinggi
uav0000117_02622_v_frame0000322,100,Tinggi
uav0000117_02622_v_frame0000323,96,Tinggi
uav0000117_02622_v_frame0000324,96,Tinggi
uav0000117_02622_v_frame0000325,96,Tinggi
uav0000117_02622_v_frame0000326,96,Tinggi
uav0000117_02622_v_frame0000327,96,Tinggi
uav0000117_02622_v_frame0000328,96,Tinggi
uav0000117_02622_v_frame0000329,95,Tinggi
uav0000117_02622_v_frame0000330,95,Tinggi
uav0000117_02622_v_frame0000331,95,Tinggi
uav0000117_02622_v_frame0000332,95,Tinggi
uav0000117_02622_v_frame0000333,95,Tinggi
uav0000117_02622_v_frame0000334,95,Tinggi
uav0000117_02622_v_frame0000335,95,Tinggi
uav0000117_02622_v_frame0000336,95,Tinggi
uav0000117_02622_v_frame0000337,95,Tinggi
uav0000117_02622_v_frame0000338,95,Tinggi
uav0000117_02622_v_frame0000339,95,Tinggi
uav0000117_02622_v_frame0000340,94,Tinggi
uav0000117_02622_v_frame0000341,94,Tinggi
uav0000117_02622_v_frame0000342,94,Tinggi
uav0000117_02622_v_frame0000343,94,Tinggi
uav0000117_02622_v_frame0000344,94,Tinggi
uav0000117_02622_v_frame0000345,94,Tinggi
uav0000117_02622_v_frame0000346,94,Tinggi
uav0000117_02622_v_frame0000347,94,Tinggi
uav0000117_02622_v_frame0000348,94,Tinggi
uav0000117_02622_v_frame0000349,94,Tinggi
uav0000137_00458_v_frame0000001,110,Tinggi
uav0000137_00458_v_frame0000002,110,Tinggi
uav0000137_00458_v_frame0000003,110,Tinggi
uav0000137_00458_v_frame0000004,110,Tinggi
uav0000137_00458_v_frame0000005,110,Tinggi
uav0000137_00458_v_frame0000006,110,Tinggi
uav0000137_00458_v_frame0000007,108,Tinggi
uav0000137_00458_v_frame0000008,108,Tinggi
uav0000137_00458_v_frame0000009,108,Tinggi
uav0000137_00458_v_frame0000010,108,Tinggi
uav0000137_00458_v_frame0000011,108,Tinggi
uav0000137_00458_v_frame0000012,110,Tinggi
uav0000137_00458_v_frame0000013,110,Tinggi
uav0000137_00458_v_frame0000014,110,Tinggi
uav0000137_00458_v_frame0000015,109,Tinggi
uav0000137_00458_v_frame0000016,108,Tinggi
uav0000137_00458_v_frame0000017,108,Tinggi
uav0000137_00458_v_frame0000018,108,Tinggi
uav0000137_00458_v_frame0000019,108,Tinggi
uav0000137_00458_v_frame0000020,108,Tinggi
uav0000137_00458_v_frame0000021,107,Tinggi
uav0000137_00458_v_frame0000022,107,Tinggi
uav0000137_00458_v_frame0000023,107,Tinggi
uav0000137_00458_v_frame0000024,107,Tinggi
uav0000137_00458_v_frame0000025,107,Tinggi
uav0000137_00458_v_frame0000026,107,Tinggi
uav0000137_00458_v_frame0000027,107,Tinggi
uav0000137_00458_v_frame0000028,107,Tinggi
uav0000137_00458_v_frame0000029,107,Tinggi
uav0000137_00458_v_frame0000030,106,Tinggi
uav0000137_00458_v_frame0000031,106,Tinggi
uav0000137_00458_v_frame0000032,106,Tinggi
uav0000137_00458_v_frame0000033,105,Tinggi
uav0000137_00458_v_frame0000034,104,Tinggi
uav0000137_00458_v_frame0000035,104,Tinggi
uav0000137_00458_v_frame0000036,104,Tinggi
uav0000137_00458_v_frame0000037,105,Tinggi
uav0000137_00458_v_frame0000038,106,Tinggi
uav0000137_00458_v_frame0000039,106,Tinggi
uav0000137_00458_v_frame0000040,105,Tinggi
uav0000137_00458_v_frame0000041,105,Tinggi
uav0000137_00458_v_frame0000042,105,Tinggi
uav0000137_00458_v_frame0000043,105,Tinggi
uav0000137_00458_v_frame0000044,105,Tinggi
uav0000137_00458_v_frame0000045,105,Tinggi
uav0000137_00458_v_frame0000046,105,Tinggi
uav0000137_00458_v_frame0000047,105,Tinggi
uav0000137_00458_v_frame0000048,105,Tinggi
uav0000137_00458_v_frame0000049,105,Tinggi
uav0000137_00458_v_frame0000050,105,Tinggi
uav0000137_00458_v_frame0000051,105,Tinggi
uav0000137_00458_v_frame0000052,105,Tinggi
uav0000137_00458_v_frame0000053,105,Tinggi
uav0000137_00458_v_frame0000054,106,Tinggi
uav0000137_00458_v_frame0000055,105,Tinggi
uav0000137_00458_v_frame0000056,104,Tinggi
uav0000137_00458_v_frame0000057,103,Tinggi
uav0000137_00458_v_frame0000058,103,Tinggi
uav0000137_00458_v_frame0000059,103,Tinggi
uav0000137_00458_v_frame0000060,103,Tinggi
uav0000137_00458_v_frame0000061,103,Tinggi
uav0000137_00458_v_frame0000062,103,Tinggi
uav0000137_00458_v_frame0000063,103,Tinggi
uav0000137_00458_v_frame0000064,103,Tinggi
uav0000137_00458_v_frame0000065,103,Tinggi
uav0000137_00458_v_frame0000066,103,Tinggi
uav0000137_00458_v_frame0000067,103,Tinggi
uav0000137_00458_v_frame0000068,103,Tinggi
uav0000137_00458_v_frame0000069,102,Tinggi
uav0000137_00458_v_frame0000070,102,Tinggi
uav0000137_00458_v_frame0000071,102,Tinggi
uav0000137_00458_v_frame0000072,100,Tinggi
uav0000137_00458_v_frame0000073,101,Tinggi
uav0000137_00458_v_frame0000074,101,Tinggi
uav0000137_00458_v_frame0000075,100,Tinggi
uav0000137_00458_v_frame0000076,102,Tinggi
uav0000137_00458_v_frame0000077,101,Tinggi
uav0000137_00458_v_frame0000078,101,Tinggi
uav0000137_00458_v_frame0000079,101,Tinggi
uav0000137_00458_v_frame0000080,108,Tinggi
uav0000137_00458_v_frame0000081,113,Tinggi
uav0000137_00458_v_frame0000082,114,Tinggi
uav0000137_00458_v_frame0000083,114,Tinggi
uav0000137_00458_v_frame0000084,114,Tinggi
uav0000137_00458_v_frame0000085,114,Tinggi
uav0000137_00458_v_frame0000086,115,Tinggi
uav0000137_00458_v_frame0000087,115,Tinggi
uav0000137_00458_v_frame0000088,112,Tinggi
uav0000137_00458_v_frame0000089,111,Tinggi
uav0000137_00458_v_frame0000090,110,Tinggi
uav0000137_00458_v_frame0000091,109,Tinggi
uav0000137_00458_v_frame0000092,110,Tinggi
uav0000137_00458_v_frame0000093,111,Tinggi
uav0000137_00458_v_frame0000094,112,Tinggi
uav0000137_00458_v_frame0000095,112,Tinggi
uav0000137_00458_v_frame0000096,111,Tinggi
uav0000137_00458_v_frame0000097,111,Tinggi
uav0000137_00458_v_frame0000098,112,Tinggi
uav0000137_00458_v_frame0000099,112,Tinggi
uav0000137_00458_v_frame0000100,112,Tinggi
uav0000137_00458_v_frame0000101,112,Tinggi
uav0000137_00458_v_frame0000102,111,Tinggi
uav0000137_00458_v_frame0000103,112,Tinggi
uav0000137_00458_v_frame0000104,112,Tinggi
uav0000137_00458_v_frame0000105,112,Tinggi
uav0000137_00458_v_frame0000106,114,Tinggi
uav0000137_00458_v_frame0000107,114,Tinggi
uav0000137_00458_v_frame0000108,114,Tinggi
uav0000137_00458_v_frame0000109,114,Tinggi
uav0000137_00458_v_frame0000110,114,Tinggi
uav0000137_00458_v_frame0000111,114,Tinggi
uav0000137_00458_v_frame0000112,114,Tinggi
uav0000137_00458_v_frame0000113,113,Tinggi
uav0000137_00458_v_frame0000114,113,Tinggi
uav0000137_00458_v_frame0000115,112,Tinggi
uav0000137_00458_v_frame0000116,111,Tinggi
uav0000137_00458_v_frame0000117,110,Tinggi
uav0000137_00458_v_frame0000118,110,Tinggi
uav0000137_00458_v_frame0000119,111,Tinggi
uav0000137_00458_v_frame0000120,111,Tinggi
uav0000137_00458_v_frame0000121,110,Tinggi
uav0000137_00458_v_frame0000122,109,Tinggi
uav0000137_00458_v_frame0000123,109,Tinggi
uav0000137_00458_v_frame0000124,109,Tinggi
uav0000137_00458_v_frame0000125,111,Tinggi
uav0000137_00458_v_frame0000126,113,Tinggi
uav0000137_00458_v_frame0000127,113,Tinggi
uav0000137_00458_v_frame0000128,113,Tinggi
uav0000137_00458_v_frame0000129,113,Tinggi
uav0000137_00458_v_frame0000130,113,Tinggi
uav0000137_00458_v_frame0000131,112,Tinggi
uav0000137_00458_v_frame0000132,112,Tinggi
uav0000137_00458_v_frame0000133,112,Tinggi
uav0000137_00458_v_frame0000134,112,Tinggi
uav0000137_00458_v_frame0000135,112,Tinggi
uav0000137_00458_v_frame0000136,114,Tinggi
uav0000137_00458_v_frame0000137,114,Tinggi
uav0000137_00458_v_frame0000138,114,Tinggi
uav0000137_00458_v_frame0000139,114,Tinggi
uav0000137_00458_v_frame0000140,114,Tinggi
uav0000137_00458_v_frame0000141,113,Tinggi
uav0000137_00458_v_frame0000142,116,Tinggi
uav0000137_00458_v_frame0000143,116,Tinggi
uav0000137_00458_v_frame0000144,116,Tinggi
uav0000137_00458_v_frame0000145,116,Tinggi
uav0000137_00458_v_frame0000146,113,Tinggi
uav0000137_00458_v_frame0000147,111,Tinggi
uav0000137_00458_v_frame0000148,108,Tinggi
uav0000137_00458_v_frame0000149,107,Tinggi
uav0000137_00458_v_frame0000150,107,Tinggi
uav0000137_00458_v_frame0000151,106,Tinggi
uav0000137_00458_v_frame0000152,106,Tinggi
uav0000137_00458_v_frame0000153,106,Tinggi
uav0000137_00458_v_frame0000154,106,Tinggi
uav0000137_00458_v_frame0000155,103,Tinggi
uav0000137_00458_v_frame0000156,104,Tinggi
uav0000137_00458_v_frame0000157,105,Tinggi
uav0000137_00458_v_frame0000158,105,Tinggi
uav0000137_00458_v_frame0000159,105,Tinggi
uav0000137_00458_v_frame0000160,104,Tinggi
uav0000137_00458_v_frame0000161,104,Tinggi
uav0000137_00458_v_frame0000162,104,Tinggi
uav0000137_00458_v_frame0000163,104,Tinggi
uav0000137_00458_v_frame0000164,104,Tinggi
uav0000137_00458_v_frame0000165,104,Tinggi
uav0000137_00458_v_frame0000166,104,Tinggi
uav0000137_00458_v_frame0000167,104,Tinggi
uav0000137_00458_v_frame0000168,104,Tinggi
uav0000137_00458_v_frame0000169,104,Tinggi
uav0000137_00458_v_frame0000170,104,Tinggi
uav0000137_00458_v_frame0000171,105,Tinggi
uav0000137_00458_v_frame0000172,105,Tinggi
uav0000137_00458_v_frame0000173,105,Tinggi
uav0000137_00458_v_frame0000174,107,Tinggi
uav0000137_00458_v_frame0000175,106,Tinggi
uav0000137_00458_v_frame0000176,105,Tinggi
uav0000137_00458_v_frame0000177,105,Tinggi
uav0000137_00458_v_frame0000178,105,Tinggi
uav0000137_00458_v_frame0000179,105,Tinggi
uav0000137_00458_v_frame0000180,105,Tinggi
uav0000137_00458_v_frame0000181,105,Tinggi
uav0000137_00458_v_frame0000182,104,Tinggi
uav0000137_00458_v_frame0000183,105,Tinggi
uav0000137_00458_v_frame0000184,103,Tinggi
uav0000137_00458_v_frame0000185,102,Tinggi
uav0000137_00458_v_frame0000186,102,Tinggi
uav0000137_00458_v_frame0000187,101,Tinggi
uav0000137_00458_v_frame0000188,101,Tinggi
uav0000137_00458_v_frame0000189,101,Tinggi
uav0000137_00458_v_frame0000190,99,Tinggi
uav0000137_00458_v_frame0000191,99,Tinggi
uav0000137_00458_v_frame0000192,97,Tinggi
uav0000137_00458_v_frame0000193,96,Tinggi
uav0000137_00458_v_frame0000194,95,Tinggi
uav0000137_00458_v_frame0000195,95,Tinggi
uav0000137_00458_v_frame0000196,95,Tinggi
uav0000137_00458_v_frame0000197,95,Tinggi
uav0000137_00458_v_frame0000198,95,Tinggi
uav0000137_00458_v_frame0000199,99,Tinggi
uav0000137_00458_v_frame0000200,100,Tinggi
uav0000137_00458_v_frame0000201,103,Tinggi
uav0000137_00458_v_frame0000202,106,Tinggi
uav0000137_00458_v_frame0000203,109,Tinggi
uav0000137_00458_v_frame0000204,108,Tinggi
uav0000137_00458_v_frame0000205,108,Tinggi
uav0000137_00458_v_frame0000206,102,Tinggi
uav0000137_00458_v_frame0000207,100,Tinggi
uav0000137_00458_v_frame0000208,93,Tinggi
uav0000137_00458_v_frame0000209,93,Tinggi
uav0000137_00458_v_frame0000210,88,Tinggi
uav0000137_00458_v_frame0000211,85,Tinggi
uav0000137_00458_v_frame0000212,82,Tinggi
uav0000137_00458_v_frame0000213,85,Tinggi
uav0000137_00458_v_frame0000214,83,Tinggi
uav0000137_00458_v_frame0000215,83,Tinggi
uav0000137_00458_v_frame0000216,83,Tinggi
uav0000137_00458_v_frame0000217,83,Tinggi
uav0000137_00458_v_frame0000218,84,Tinggi
uav0000137_00458_v_frame0000219,82,Tinggi
uav0000137_00458_v_frame0000220,82,Tinggi
uav0000137_00458_v_frame0000221,81,Tinggi
uav0000137_00458_v_frame0000222,82,Tinggi
uav0000137_00458_v_frame0000223,83,Tinggi
uav0000137_00458_v_frame0000224,83,Tinggi
uav0000137_00458_v_frame0000225,84,Tinggi
uav0000137_00458_v_frame0000226,84,Tinggi
uav0000137_00458_v_frame0000227,84,Tinggi
uav0000137_00458_v_frame0000228,83,Tinggi
uav0000137_00458_v_frame0000229,83,Tinggi
uav0000137_00458_v_frame0000230,83,Tinggi
uav0000137_00458_v_frame0000231,84,Tinggi
uav0000137_00458_v_frame0000232,84,Tinggi
uav0000137_00458_v_frame0000233,95,Tinggi
uav0000182_00000_v_frame0000001,29,Sedang
uav0000182_00000_v_frame0000002,29,Sedang
uav0000182_00000_v_frame0000003,30,Sedang
uav0000182_00000_v_frame0000004,30,Sedang
uav0000182_00000_v_frame0000005,30,Sedang
uav0000182_00000_v_frame0000006,30,Sedang
uav0000182_00000_v_frame0000007,30,Sedang
uav0000182_00000_v_frame0000008,30,Sedang
uav0000182_00000_v_frame0000009,30,Sedang
uav0000182_00000_v_frame0000010,30,Sedang
uav0000182_00000_v_frame0000011,30,Sedang
uav0000182_00000_v_frame0000012,31,Sedang
uav0000182_00000_v_frame0000013,32,Sedang
uav0000182_00000_v_frame0000014,32,Sedang
uav0000182_00000_v_frame0000015,31,Sedang
uav0000182_00000_v_frame0000016,31,Sedang
uav0000182_00000_v_frame0000017,31,Sedang
uav0000182_00000_v_frame0000018,31,Sedang
uav0000182_00000_v_frame0000019,31,Sedang
uav0000182_00000_v_frame0000020,31,Sedang
uav0000182_00000_v_frame0000021,31,Sedang
uav0000182_00000_v_frame0000022,31,Sedang
uav0000182_00000_v_frame0000023,31,Sedang
uav0000182_00000_v_frame0000024,31,Sedang
uav0000182_00000_v_frame0000025,31,Sedang
uav0000182_00000_v_frame0000026,31,Sedang
uav0000182_00000_v_frame0000027,30,Sedang
uav0000182_00000_v_frame0000028,30,Sedang
uav0000182_00000_v_frame0000029,30,Sedang
uav0000182_00000_v_frame0000030,30,Sedang
uav0000182_00000_v_frame0000031,31,Sedang
uav0000182_00000_v_frame0000032,32,Sedang
uav0000182_00000_v_frame0000033,32,Sedang
uav0000182_00000_v_frame0000034,31,Sedang
uav0000182_00000_v_frame0000035,31,Sedang
uav0000182_00000_v_frame0000036,31,Sedang
uav0000182_00000_v_frame0000037,31,Sedang
uav0000182_00000_v_frame0000038,31,Sedang
uav0000182_00000_v_frame0000039,32,Sedang
uav0000182_00000_v_frame0000040,32,Sedang
uav0000182_00000_v_frame0000041,32,Sedang
uav0000182_00000_v_frame0000042,32,Sedang
uav0000182_00000_v_frame0000043,32,Sedang
uav0000182_00000_v_frame0000044,32,Sedang
uav0000182_00000_v_frame0000045,32,Sedang
uav0000182_00000_v_frame0000046,33,Sedang
uav0000182_00000_v_frame0000047,33,Sedang
uav0000182_00000_v_frame0000048,33,Sedang
uav0000182_00000_v_frame0000049,33,Sedang
uav0000182_00000_v_frame0000050,33,Sedang
uav0000182_00000_v_frame0000051,33,Sedang
uav0000182_00000_v_frame0000052,33,Sedang
uav0000182_00000_v_frame0000053,33,Sedang
uav0000182_00000_v_frame0000054,33,Sedang
uav0000182_00000_v_frame0000055,33,Sedang
uav0000182_00000_v_frame0000056,33,Sedang
uav0000182_00000_v_frame0000057,32,Sedang
uav0000182_00000_v_frame0000058,32,Sedang
uav0000182_00000_v_frame0000059,32,Sedang
uav0000182_00000_v_frame0000060,32,Sedang
uav0000182_00000_v_frame0000061,32,Sedang
uav0000182_00000_v_frame0000062,32,Sedang
uav0000182_00000_v_frame0000063,32,Sedang
uav0000182_00000_v_frame0000064,32,Sedang
uav0000182_00000_v_frame0000065,32,Sedang
uav0000182_00000_v_frame0000066,32,Sedang
uav0000182_00000_v_frame0000067,32,Sedang
uav0000182_00000_v_frame0000068,32,Sedang
uav0000182_00000_v_frame0000069,32,Sedang
uav0000182_00000_v_frame0000070,33,Sedang
uav0000182_00000_v_frame0000071,33,Sedang
uav0000182_00000_v_frame0000072,34,Sedang
uav0000182_00000_v_frame0000073,34,Sedang
uav0000182_00000_v_frame0000074,34,Sedang
uav0000182_00000_v_frame0000075,36,Sedang
uav0000182_00000_v_frame0000076,36,Sedang
uav0000182_00000_v_frame0000077,36,Sedang
uav0000182_00000_v_frame0000078,36,Sedang
uav0000182_00000_v_frame0000079,37,Sedang
uav0000182_00000_v_frame0000080,37,Sedang
uav0000182_00000_v_frame0000081,37,Sedang
uav0000182_00000_v_frame0000082,37,Sedang
uav0000182_00000_v_frame0000083,36,Sedang
uav0000182_00000_v_frame0000084,35,Sedang
uav0000182_00000_v_frame0000085,35,Sedang
uav0000182_00000_v_frame0000086,35,Sedang
uav0000182_00000_v_frame0000087,35,Sedang
uav0000182_00000_v_frame0000088,35,Sedang
uav0000182_00000_v_frame0000089,35,Sedang
uav0000182_00000_v_frame0000090,35,Sedang
uav0000182_00000_v_frame0000091,35,Sedang
uav0000182_00000_v_frame0000092,34,Sedang
uav0000182_00000_v_frame0000093,34,Sedang
uav0000182_00000_v_frame0000094,34,Sedang
uav0000182_00000_v_frame0000095,34,Sedang
uav0000182_00000_v_frame0000096,33,Sedang
uav0000182_00000_v_frame0000097,34,Sedang
