run_uid,block_id,protocol,pattern,density,concurrency,run_index,session_id,ts_start,ts_end,lat_p50,lat_p95,lat_p99,throughput_rps,payload_bytes_med,xproc_p95,xproc_med,error_rate,cpu_mean,cpu_p95,rss_mean_mb,rss_p95_mb,k6_iterations,notes
bah100r29,baseline-high-100-rest,rest,baseline,high,100,29,s1,0,0,68.1838,88.9389,103.5268,1426.3,21042,0.053363,0.042691,0,72.38,89,403.99,402.68,85578,
bah100g00,baseline-high-100-graphql,graphql,baseline,high,100,0,s1,0,0,67.3083,90.4643,110.0407,1441.28,17748,0.054279,0.043423,0,78.67,89,392.13,400.67,86476,
bah100g01,baseline-high-100-graphql,graphql,baseline,high,100,1,s2,0,0,91.2666,123.3289,139.5346,1126.18,16605,0.073997,0.059198,0,85.03,89,399.06,402.78,67571,
bah100g02,baseline-high-100-graphql,graphql,baseline,high,100,2,s3,0,0,88.2744,116.4436,149.4955,1118.74,18030,0.069866,0.055893,0,86.28,89,401.68,393.11,67124,
bah100g03,baseline-high-100-graphql,graphql,baseline,high,100,3,s1,0,0,76.8518,96.1727,120.7012,1305.72,18561,0.057704,0.046163,0,79.91,89,399.74,408.07,78343,
bah100g04,baseline-high-100-graphql,graphql,baseline,high,100,4,s2,0,0,65.731,86.9436,99.6102,1535.38,18246,0.052166,0.041733,0,80.35,89,395.33,402.79,92122,
bah100g05,baseline-high-100-graphql,graphql,baseline,high,100,5,s1,0,0,87.4666,120.7381,152.8873,1128.66,21997,0.072443,0.057954,0,76.42,89,407.64,410.11,67719,
bah100g06,baseline-high-100-graphql,graphql,baseline,high,100,6,s3,0,0,80.4041,101.3379,112.3,1220.67,18092,0.060803,0.048642,0,73.88,89,405.61,404.59,73240,
bah100g07,baseline-high-100-graphql,graphql,baseline,high,100,7,s3,0,0,66.4122,87.0627,96.1217,1557.28,13158,0.052238,0.04179,0,81.22,89,402.6,404.0,93436,
bah100g08,baseline-high-100-graphql,graphql,baseline,high,100,8,s3,0,0,58.9402,72.4843,88.1999,1619.43,16408,0.043491,0.034792,0,78.91,89,397.76,414.77,97165,
bah100g09,baseline-high-100-graphql,graphql,baseline,high,100,9,s2,0,0,77.2146,94.9941,107.6385,1315.62,13307,0.056996,0.045597,0,82.91,89,402.24,404.1,78937,
bah100g10,baseline-high-100-graphql,graphql,baseline,high,100,10,s3,0,0,70.6999,85.4125,102.4208,1436.29,15575,0.051248,0.040998,0,82.63,89,388.99,397.43,86177,
bah100g11,baseline-high-100-graphql,graphql,baseline,high,100,11,s1,0,0,70.7621,96.1007,110.3522,1464.69,18705,0.05766,0.046128,0,81.42,89,396.54,408.61,87881,
bah100g12,baseline-high-100-graphql,graphql,baseline,high,100,12,s1,0,0,67.6716,88.3104,112.1619,1551.04,21479,0.052986,0.042389,0,83.84,89,394.62,400.38,93062,
bah100g13,baseline-high-100-graphql,graphql,baseline,high,100,13,s1,0,0,58.7918,79.6107,87.872,1693.27,15839,0.047766,0.038213,0,76.2,89,399.76,402.67,101595,
bah100g14,baseline-high-100-graphql,graphql,baseline,high,100,14,s3,0,0,64.0546,79.2703,99.1879,1533.29,16878,0.047562,0.03805,0,79.83,89,391.51,412.14,91997,
bah100g15,baseline-high-100-graphql,graphql,baseline,high,100,15,s2,0,0,70.7263,90.9712,105.5001,1451.11,16157,0.054583,0.043666,0,83.71,89,401.56,406.84,87066,
bah100g16,baseline-high-100-graphql,graphql,baseline,high,100,16,s3,0,0,92.5379,124.6179,150.9842,1104.87,16527,0.074771,0.059817,0,82.18,89,400.85,398.05,66291,
bah100g17,baseline-high-100-graphql,graphql,baseline,high,100,17,s1,0,0,70.0473,90.8021,109.0199,1369.08,19172,0.054481,0.043585,0,81.13,89,409.54,409.24,82144,
bah100g18,baseline-high-100-graphql,graphql,baseline,high,100,18,s3,0,0,67.1562,93.8797,112.5331,1467.55,18749,0.056328,0.045062,0,79.89,89,394.9,405.51,88053,
bah100g19,baseline-high-100-graphql,graphql,baseline,high,100,19,s3,0,0,59.6893,79.784,87.7884,1704.79,18044,0.04787,0.038296,0,77.69,89,398.77,398.28,102287,
bah100g20,baseline-high-100-graphql,graphql,baseline,high,100,20,s3,0,0,77.9642,104.5303,135.6834,1249.63,17451,0.062718,0.050175,0,80.64,89,401.91,404.73,74977,
bah100g21,baseline-high-100-graphql,graphql,baseline,high,100,21,s3,0,0,88.1186,115.5017,140.3548,1112.53,18004,0.069301,0.055441,0,79.06,89,412.13,400.91,66751,
bah100g22,baseline-high-100-graphql,graphql,baseline,high,100,22,s3,0,0,76.4604,104.313,116.3939,1306.46,16564,0.062588,0.05007,0,80.77,89,397.42,408.79,78387,
bah100g23,baseline-high-100-graphql,graphql,baseline,high,100,23,s3,0,0,77.7283,105.2296,126.3967,1339.63,18525,0.063138,0.05051,0,80.18,89,396.79,413.47,80377,
bah100g24,baseline-high-100-graphql,graphql,baseline,high,100,24,s1,0,0,59.9835,74.4122,84.9987,1746.82,16078,0.044647,0.035718,0,77.09,89,401.62,398.13,104809,
bah100g25,baseline-high-100-graphql,graphql,baseline,high,100,25,s1,0,0,66.4872,92.9038,114.3032,1534.12,14815,0.055742,0.044594,0,83.26,89,393.46,408.98,92047,
bah100g26,baseline-high-100-graphql,graphql,baseline,high,100,26,s3,0,0,63.8769,87.692,101.7866,1592.93,16049,0.052615,0.042092,0,79.21,89,399.15,411.36,95576,
bah100g27,baseline-high-100-graphql,graphql,baseline,high,100,27,s1,0,0,63.3314,82.4852,94.2864,1648.25,17685,0.049491,0.039593,0,79.13,89,391.31,399.72,98895,
bah100g28,baseline-high-100-graphql,graphql,baseline,high,100,28,s2,0,0,76.742,96.1581,111.0229,1296.19,15465,0.057695,0.046156,0,80.57,89,396.48,412.16,77771,
bah100g29,baseline-high-100-graphql,graphql,baseline,high,100,29,s1,0,0,85.344,105.4144,120.6136,1136.65,18013,0.063249,0.050599,0,81.1,89,395.43,406.5,68199,
pal10r00,partial-low-10-rest,rest,partial,low,10,0,s1,0,0,8.6037,11.9047,13.6073,1140.21,1306,0.007143,0.005714,0,41.69,45,400.11,391.53,68412,
pal10r01,partial-low-10-rest,rest,partial,low,10,1,s3,0,0,13.1324,18.0757,20.2714,767.13,1543,0.010845,0.008676,0,37.93,45,401.79,413.91,46027,
pal10r02,partial-low-10-rest,rest,partial,low,10,2,s2,0,0,14.064,18.5062,21.8688,733.14,1426,0.011104,0.008883,0,39.08,45,403.22,401.33,43988,
pal10r03,partial-low-10-rest,rest,partial,low,10,3,s3,0,0,11.1195,13.9689,17.21,867.15,1060,0.008381,0.006705,0,40.54,45,403.21,407.23,52028,
pal10r04,partial-low-10-rest,rest,partial,low,10,4,s1,0,0,10.3079,13.8892,18.0473,955.37,1742,0.008333,0.006667,0,43.13,45,401.81,400.51,57322,
pal10r05,partial-low-10-rest,rest,partial,low,10,5,s2,0,0,6.7698,9.1081,11.5756,1462.37,1841,0.005465,0.004372,0,40.45,45,406.44,403.52,87741,
pal10r06,partial-low-10-rest,rest,partial,low,10,6,s3,0,0,11.4221,15.9395,18.95,861.69,1587,0.009564,0.007651,0,44.64,45,401.2,403.54,51701,
pal10r07,partial-low-10-rest,rest,partial,low,10,7,s1,0,0,12.033,15.9122,20.3714,836.61,1917,0.009547,0.007638,0,45.67,45,403.71,405.22,50196,
pal10r08,partial-low-10-rest,rest,partial,low,10,8,s3,0,0,10.3983,13.4071,16.204,939.32,1466,0.008044,0.006435,0,36.58,45,397.84,405.49,56359,
pal10r09,partial-low-10-rest,rest,partial,low,10,9,s1,0,0,15.0256,19.2629,22.4083,693.23,2014,0.011558,0.009246,0,31.56,45,394.99,418.66,41593,
pal10r10,partial-low-10-rest,rest,partial,low,10,10,s1,0,0,11.6783,14.1297,15.9134,868.13,1850,0.008478,0.006782,0,41.17,45,397.3,408.94,52088,
pal10r11,partial-low-10-rest,rest,partial,low,10,11,s1,0,0,9.2599,11.9326,14.5986,1119.77,1499,0.00716,0.005728,0,36.47,45,401.57,399.0,67185,
pal10r12,partial-low-10-rest,rest,partial,low,10,12,s2,0,0,5.9627,8.2572,9.9828,1662.87,1986,0.004954,0.003963,0,42.64,45,399.91,404.79,99772,
pal10r13,partial-low-10-rest,rest,partial,low,10,13,s1,0,0,9.0341,11.7576,13.9642,1081.73,1632,0.007055,0.005644,0,37.17,45,404.96,407.13,64903,
pal10r14,partial-low-10-rest,rest,partial,low,10,14,s3,0,0,9.6864,12.3934,13.6437,1026.86,1694,0.007436,0.005949,0,37.17,45,391.89,403.21,61611,
pal10r15,partial-low-10-rest,rest,partial,low,10,15,s1,0,0,11.6282,14.6715,19.0661,895.78,1942,0.008803,0.007042,0,42.39,45,409.26,401.06,53746,
pal10r16,partial-low-10-rest,rest,partial,low,10,16,s3,0,0,6.6223,8.8534,10.6083,1437.09,1735,0.005312,0.00425,0,41.15,45,403.99,400.3,86225,
pal10r17,partial-low-10-rest,rest,partial,low,10,17,s3,0,0,8.621,11.7981,14.7665,1152.63,1554,0.007079,0.005663,0,38.05,45,396.46,398.58,69157,
pal10r18,partial-low-10-rest,rest,partial,low,10,18,s1,0,0,8.0149,10.2728,12.522,1239.73,1739,0.006164,0.004931,0,37.77,45,399.39,406.81,74383,
pal10r19,partial-low-10-rest,rest,partial,low,10,19,s2,0,0,11.9447,14.3717,16.4883,837.24,1839,0.008623,0.006898,0,38.53,45,390.94,406.34,50234,
pal10r20,partial-low-10-rest,rest,partial,low,10,20,s3,0,0,11.9644,16.0419,18.9657,827.64,1517,0.009625,0.0077,0,41.28,45,397.2,410.55,49658,
pal10r21,partial-low-10-rest,rest,partial,low,10,21,s2,0,0,8.9572,11.9709,14.9401,1097.69,1607,0.007183,0.005746,0,40.86,45,400.77,391.27,65861,
pal10r22,partial-low-10-rest,rest,partial,low,10,22,s1,0,0,8.9192,12.271,14.541,1095.94,1907,0.007363,0.00589,0,36.83,45,401.62,403.37,65756,
pal10r23,partial-low-10-rest,rest,partial,low,10,23,s2,0,0,10.2091,13.8343,15.7757,1002.18,1601,0.008301,0.00664,0,39.99,45,396.09,409.5,60130,
pal10r24,partial-low-10-rest,rest,partial,low,10,24,s1,0,0,12.1553,16.1184,17.8053,804.48,1658,0.009671,0.007737,0,39.44,45,401.26,408.77,48269,
pal10r25,partial-low-10-rest,rest,partial,low,10,25,s3,0,0,8.4143,10.5908,12.1537,1181.63,1730,0.006354,0.005084,0,41.52,45,392.85,413.92,70897,
pal10r26,partial-low-10-rest,rest,partial,low,10,26,s1,0,0,9.4101,12.2695,14.8569,1033.14,1569,0.007362,0.005889,0,48.57,45,401.51,413.03,61988,
pal10r27,partial-low-10-rest,rest,partial,low,10,27,s2,0,0,13.0449,16.5417,21.0406,793.07,1377,0.009925,0.00794,0,44.8,45,401.0,391.75,47583,
pal10r28,partial-low-10-rest,rest,partial,low,10,28,s1,0,0,9.8758,12.7242,14.6804,1032.02,1508,0.007634,0.006108,0,39.79,45,400.16,403.26,61921,
pal10r29,partial-low-10-rest,rest,partial,low,10,29,s1,0,0,13.0957,16.4705,18.7101,792.5,1366,0.009882,0.007906,0,36.04,45,400.06,414.91,47550,
pal10g00,partial-low-10-graphql,graphql,partial,low,10,0,s3,0,0,12.1201,15.0694,16.9398,822.24,1690,0.009042,0.007233,0,37.36,45,401.75,409.23,49334,
pal10g01,partial-low-10-graphql,graphql,partial,low,10,1,s3,0,0,10.075,12.9119,15.2094,958.91,1819,0.007747,0.006198,0,39.96,45,404.87,402.69,57534,
pal10g02,partial-low-10-graphql,graphql,partial,low,10,2,s3,0,0,8.5976,11.151,13.8645,1138.3,1696,0.006691,0.005352,0,38.84,45,399.91,404.8,68298,
pal10g03,partial-low-10-graphql,graphql,partial,low,10,3,s2,0,0,11.2691,14.3428,17.855,899.07,1827,0.008606,0.006885,0,35.87,45,397.64,401.64,53944,
pal10g04,partial-low-10-graphql,graphql,partial,low,10,4,s3,0,0,14.2271,18.5848,23.4194,709.58,1618,0.011151,0.008921,0,43.85,45,390.55,398.42,42574,
pal10g05,partial-low-10-graphql,graphql,partial,low,10,5,s2,0,0,7.6912,10.7379,12.3009,1265.95,1561,0.006443,0.005154,0,33.96,45,394.91,411.0,75956,
pal10g06,partial-low-10-graphql,graphql,partial,low,10,6,s2,0,0,11.7428,14.465,17.3185,829.76,1480,0.008679,0.006943,0,42.6,45,404.51,408.15,49785,
pal10g07,partial-low-10-graphql,graphql,partial,low,10,7,s1,0,0,9.5624,12.6733,14.1201,1026.63,2120,0.007604,0.006083,0,34.71,45,398.83,411.06,61597,
pal10g08,partial-low-10-graphql,graphql,partial,low,10,8,s2,0,0,8.3874,11.4269,14.6584,1241.22,1388,0.006856,0.005485,0,42.0,45,402.54,400.65,74473,
pal10g09,partial-low-10-graphql,graphql,partial,low,10,9,s1,0,0,11.0914,13.7303,17.6281,865.82,1729,0.008238,0.006591,0,36.44,45,400.9,398.24,51949,
pal10g10,partial-low-10-graphql,graphql,partial,low,10,10,s2,0,0,8.8002,10.9537,12.4179,1133.06,1826,0.006572,0.005258,0,36.7,45,397.29,406.36,67983,
pal10g11,partial-low-10-graphql,graphql,partial,low,10,11,s2,0,0,9.7523,11.7882,14.0035,1053.5,1755,0.007073,0.005658,0,44.78,45,399.14,410.9,63210,
pal10g12,partial-low-10-graphql,graphql,partial,low,10,12,s3,0,0,12.0768,14.9857,18.6609,802.94,1537,0.008991,0.007193,0,41.84,45,406.28,406.54,48176,
pal10g13,partial-low-10-graphql,graphql,partial,low,10,13,s2,0,0,10.0782,13.7868,17.5896,1005.09,1746,0.008272,0.006618,0,46.32,45,406.2,408.93,60305,
pal10g14,partial-low-10-graphql,graphql,partial,low,10,14,s3,0,0,9.1836,11.0672,12.1905,1127.18,1810,0.00664,0.005312,0,36.74,45,405.98,405.51,67631,
pal10g15,partial-low-10-graphql,graphql,partial,low,10,15,s2,0,0,7.9994,11.0144,13.7966,1217.69,1641,0.006609,0.005287,0,42.48,45,400.94,398.42,73061,
pal10g16,partial-low-10-graphql,graphql,partial,low,10,16,s3,0,0,8.4644,10.546,13.3526,1141.15,2011,0.006328,0.005062,0,42.05,45,395.44,413.66,68468,
pal10g17,partial-low-10-graphql,graphql,partial,low,10,17,s1,0,0,12.0267,15.0928,18.26,835.61,1373,0.009056,0.007245,0,42.1,45,395.23,406.85,50136,
pal10g18,partial-low-10-graphql,graphql,partial,low,10,18,s1,0,0,9.9414,12.2178,15.6923,1007.2,2090,0.007331,0.005865,0,41.06,45,399.87,409.22,60432,
pal10g19,partial-low-10-graphql,graphql,partial,low,10,19,s2,0,0,13.3831,17.2715,20.7456,783.4,1936,0.010363,0.00829,0,46.2,45,400.4,394.37,47004,
pal10g20,partial-low-10-graphql,graphql,partial,low,10,20,s3,0,0,12.1849,15.047,18.3012,813.85,1761,0.009028,0.007223,0,38.05,45,400.63,402.95,48831,
pal10g21,partial-low-10-graphql,graphql,partial,low,10,21,s3,0,0,8.9436,11.2518,13.3047,1147.07,1425,0.006751,0.005401,0,42.97,45,386.31,402.77,68824,
pal10g22,partial-low-10-graphql,graphql,partial,low,10,22,s3,0,0,9.7665,12.9767,16.4231,1060.95,1566,0.007786,0.006229,0,40.59,45,391.44,414.5,63657,
pal10g23,partial-low-10-graphql,graphql,partial,low,10,23,s1,0,0,8.4285,10.3918,12.0297,1187.64,1610,0.006235,0.004988,0,42.48,45,392.2,404.67,71258,
pal10g24,partial-low-10-graphql,graphql,partial,low,10,24,s3,0,0,9.866,12.0695,15.5127,1023.86,1640,0.007242,0.005793,0,40.15,45,395.54,403.71,61431,
pal10g25,partial-low-10-graphql,graphql,partial,low,10,25,s1,0,0,10.3469,13.5634,16.4186,922.19,1389,0.008138,0.00651,0,35.05,45,402.12,400.92,55331,
pal10g26,partial-low-10-graphql,graphql,partial,low,10,26,s2,0,0,11.5301,14.2401,16.2893,865.36,2047,0.008544,0.006835,0,38.74,45,395.33,402.45,51921,
pal10g27,partial-low-10-graphql,graphql,partial,low,10,27,s1,0,0,8.8136,11.5686,13.4635,1183.34,1629,0.006941,0.005553,0,36.87,45,397.87,391.88,71000,
pal10g28,partial-low-10-graphql,graphql,partial,low,10,28,s2,0,0,10.6852,13.4138,16.5215,897.31,1944,0.008048,0.006439,0,43.76,45,399.74,410.07,53838,
pal10g29,partial-low-10-graphql,graphql,partial,low,10,29,s1,0,0,8.3794,10.8181,12.5529,1252.03,1483,0.006491,0.005193,0,40.02,45,395.88,406.88,75121,
pal50r00,partial-low-50-rest,rest,partial,low,50,0,s2,0,0,11.3743,14.4826,18.0925,4230.65,1476,0.00869,0.006952,0,59.99,67,405.1,407.1,253839,
pal50r01,partial-low-50-rest,rest,partial,low,50,1,s3,0,0,16.1759,19.5679,22.2766,2937.8,1676,0.011741,0.009393,0,59.18,67,398.05,405.36,176267,
pal50r02,partial-low-50-rest,rest,partial,low,50,2,s3,0,0,15.8478,21.1534,23.4984,3270.53,1636,0.012692,0.010154,0,61.07,67,389.4,409.45,196231,
pal50r03,partial-low-50-rest,rest,partial,low,50,3,s2,0,0,13.9431,17.073,21.0849,3722.41,2065,0.010244,0.008195,0,59.17,67,406.19,405.2,223344,
pal50r04,partial-low-50-rest,rest,partial,low,50,4,s2,0,0,16.9729,21.2409,24.0963,2848.73,1481,0.012745,0.010196,0,60.3,67,398.9,408.55,170923,
pal50r05,partial-low-50-rest,rest,partial,low,50,5,s1,0,0,19.9194,24.1948,28.7975,2446.14,2089,0.014517,0.011613,0,60.91,67,402.4,398.3,146768,
pal50r06,partial-low-50-rest,rest,partial,low,50,6,s2,0,0,15.7467,19.0153,22.0305,3055.46,2146,0.011409,0.009127,0,56.93,67,395.61,413.03,183327,
pal50r07,partial-low-50-rest,rest,partial,low,50,7,s2,0,0,19.0005,23.3236,25.6767,2550.72,1859,0.013994,0.011195,0,58.86,67,398.7,408.04,153043,
pal50r08,partial-low-50-rest,rest,partial,low,50,8,s3,0,0,15.226,20.4408,25.0478,3180.14,2011,0.012264,0.009812,0,62.41,67,399.0,401.46,190808,
pal50r09,partial-low-50-rest,rest,partial,low,50,9,s2,0,0,17.7176,22.187,26.4503,2865.25,1663,0.013312,0.01065,0,58.47,67,407.41,407.4,171914,
pal50r10,partial-low-50-rest,rest,partial,low,50,10,s2,0,0,20.1663,24.4502,28.1574,2554.77,1682,0.01467,0.011736,0,55.9,67,397.3,403.38,153286,
pal50r11,partial-low-50-rest,rest,partial,low,50,11,s3,0,0,16.9669,22.5687,27.4665,2845.2,1643,0.013541,0.010833,0,51.39,67,397.58,410.39,170711,
pal50r12,partial-low-50-rest,rest,partial,low,50,12,s2,0,0,11.6361,16.0973,19.2859,4493.05,1680,0.009658,0.007727,0,64.88,67,399.58,405.23,269582,
pal50r13,partial-low-50-rest,rest,partial,low,50,13,s3,0,0,20.0979,27.0103,30.6717,2545.39,1779,0.016206,0.012965,0,58.13,67,389.41,404.73,152723,
pal50r14,partial-low-50-rest,rest,partial,low,50,14,s2,0,0,12.0661,14.7503,18.541,4166.55,1539,0.00885,0.00708,0,56.7,67,405.08,416.16,249993,
pal50r15,partial-low-50-rest,rest,partial,low,50,15,s2,0,0,17.95,24.2771,29.5379,2922.39,2095,0.014566,0.011653,0,59.43,67,410.58,411.97,175343,
pal50r16,partial-low-50-rest,rest,partial,low,50,16,s1,0,0,11.5132,15.4875,18.0753,4131.01,1667,0.009293,0.007434,0,61.16,67,394.61,406.14,247860,
pal50r17,partial-low-50-rest,rest,partial,low,50,17,s3,0,0,17.5985,22.0013,25.7281,2880.42,1469,0.013201,0.010561,0,60.32,67,402.56,406.64,172825,
pal50r18,partial-low-50-rest,rest,partial,low,50,18,s2,0,0,17.4524,22.0882,24.6791,2903.38,1443,0.013253,0.010602,0,59.34,67,401.26,402.61,174202,
pal50r19,partial-low-50-rest,rest,partial,low,50,19,s1,0,0,13.3086,17.1355,20.0273,3856.85,1383,0.010281,0.008225,0,57.0,67,398.03,398.32,231411,
pal50r20,partial-low-50-rest,rest,partial,low,50,20,s3,0,0,16.8642,22.5814,27.8468,3062.52,1788,0.013549,0.010839,0,57.65,67,405.98,409.42,183751,
pal50r21,partial-low-50-rest,rest,partial,low,50,21,s2,0,0,17.5511,21.305,26.518,2919.68,1759,0.012783,0.010226,0,63.03,67,401.94,405.24,175180,
pal50r22,partial-low-50-rest,rest,partial,low,50,22,s1,0,0,14.9885,19.9376,25.5375,3478.76,1360,0.011963,0.00957,0,66.13,67,396.87,403.81,208725,
pal50r23,partial-low-50-rest,rest,partial,low,50,23,s2,0,0,13.4365,16.5059,21.1282,3864.28,1851,0.009904,0.007923,0,57.9,67,403.94,409.11,231857,
pal50r24,partial-low-50-rest,rest,partial,low,50,24,s1,0,0,19.0436,23.4059,30.4138,2502.21,1892,0.014044,0.011235,0,57.37,67,399.51,412.13,150132,
pal50r25,partial-low-50-rest,rest,partial,low,50,25,s2,0,0,21.425,29.2624,33.471,2379.63,1778,0.017557,0.014046,0,56.28,67,392.56,406.2,142777,
pal50r26,partial-low-50-rest,rest,partial,low,50,26,s2,0,0,17.3054,21.4267,25.5214,3013.57,1481,0.012856,0.010285,0,55.48,67,389.98,408.7,180814,
pal50r27,partial-low-50-rest,rest,partial,low,50,27,s2,0,0,13.7533,17.3626,20.2299,3703.78,1799,0.010418,0.008334,0,58.02,67,390.77,405.62,222226,
pal50r28,partial-low-50-rest,rest,partial,low,50,28,s3,0,0,14.4701,18.9638,23.6264,3405.18,1757,0.011378,0.009103,0,62.72,67,401.49,406.9,204311,
pal50r29,partial-low-50-rest,rest,partial,low,50,29,s1,0,0,13.2867,16.4455,20.4823,3751.34,1776,0.009867,0.007894,0,57.31,67,401.69,417.14,225080,
pal50g00,partial-low-50-graphql,graphql,partial,low,50,0,s1,0,0,17.3265,22.4878,28.2692,2743.22,1834,0.013493,0.010794,0,57.7,67,395.95,409.94,164593,
pal50g01,partial-low-50-graphql,graphql,partial,low,50,1,s2,0,0,21.0791,26.8012,31.8555,2409.51,1647,0.016081,0.012865,0,64.05,67,403.57,400.09,144570,
pal50g02,partial-low-50-graphql,graphql,partial,low,50,2,s1,0,0,14.1222,19.6127,22.1842,3409.23,1926,0.011768,0.009414,0,63.99,67,390.34,406.27,204553,
pal50g03,partial-low-50-graphql,graphql,partial,low,50,3,s3,0,0,19.2757,24.488,29.5688,2579.83,1714,0.014693,0.011754,0,64.88,67,410.11,400.93,154789,
pal50g04,partial-low-50-graphql,graphql,partial,low,50,4,s1,0,0,18.7011,24.4251,27.7384,2712.66,1771,0.014655,0.011724,0,63.31,67,394.7,408.98,162759,
pal50g05,partial-low-50-graphql,graphql,partial,low,50,5,s1,0,0,19.9739,24.1893,30.5257,2577.4,1750,0.014514,0.011611,0,60.36,67,389.91,404.6,154643,
pal50g06,partial-low-50-graphql,graphql,partial,low,50,6,s3,0,0,15.0822,20.9476,23.9127,3375.8,1703,0.012569,0.010055,0,60.89,67,404.96,400.87,202547,
pal50g07,partial-low-50-graphql,graphql,partial,low,50,7,s1,0,0,16.9952,21.5852,25.3244,3054.93,1623,0.012951,0.010361,0,59.6,67,397.49,405.69,183295,
pal50g08,partial-low-50-graphql,graphql,partial,low,50,8,s2,0,0,24.0481,30.3612,37.4247,2024.52,1599,0.018217,0.014573,0,60.02,67,408.91,408.75,121471,
pal50g09,partial-low-50-graphql,graphql,partial,low,50,9,s3,0,0,17.9768,22.4886,25.5075,2783.26,1890,0.013493,0.010795,0,59.96,67,398.42,403.75,166995,
pal50g10,partial-low-50-graphql,graphql,partial,low,50,10,s3,0,0,20.3371,26.8104,30.0337,2467.7,1786,0.016086,0.012869,0,63.44,67,393.74,403.68,148062,
pal50g11,partial-low-50-graphql,graphql,partial,low,50,11,s1,0,0,14.3865,17.6827,21.4675,3455.89,1383,0.01061,0.008488,0,57.51,67,401.44,408.1,207353,
pal50g12,partial-low-50-graphql,graphql,partial,low,50,12,s2,0,0,18.4035,22.8137,29.4505,2801.25,1354,0.013688,0.010951,0,59.06,67,403.66,398.38,168074,
pal50g13,partial-low-50-graphql,graphql,partial,low,50,13,s3,0,0,17.0252,21.4445,26.1909,2898.47,1716,0.012867,0.010293,0,56.74,67,402.53,408.89,173908,
pal50g14,partial-low-50-graphql,graphql,partial,low,50,14,s3,0,0,21.445,28.0957,32.5351,2441.49,1378,0.016857,0.013486,0,62.88,67,398.71,398.95,146489,
pal50g15,partial-low-50-graphql,graphql,partial,low,50,15,s3,0,0,20.1566,24.8979,30.6846,2574.59,1854,0.014939,0.011951,0,58.12,67,396.58,405.49,154475,
pal50g16,partial-low-50-graphql,graphql,partial,low,50,16,s3,0,0,20.3881,25.9494,29.0695,2372.63,1490,0.01557,0.012456,0,57.18,67,396.63,402.05,142357,
pal50g17,partial-low-50-graphql,graphql,partial,low,50,17,s1,0,0,16.7783,20.6307,22.7711,2980.41,1441,0.012378,0.009903,0,62.18,67,399.74,410.81,178824,
pal50g18,partial-low-50-graphql,graphql,partial,low,50,18,s2,0,0,14.9754,20.5184,25.6567,3405.0,1742,0.012311,0.009849,0,57.39,67,408.79,399.85,204299,
pal50g19,partial-low-50-graphql,graphql,partial,low,50,19,s1,0,0,14.9279,18.7931,22.5123,3387.53,1835,0.011276,0.009021,0,62.7,67,402.79,404.19,203251,
pal50g20,partial-low-50-graphql,graphql,partial,low,50,20,s2,0,0,14.0474,18.6369,23.9122,3528.68,1872,0.011182,0.008946,0,61.12,67,404.62,403.51,211720,
pal50g21,partial-low-50-graphql,graphql,partial,low,50,21,s2,0,0,15.6069,20.4389,24.7579,3061.97,1496,0.012263,0.009811,0,57.36,67,403.18,409.43,183718,
pal50g22,partial-low-50-graphql,graphql,partial,low,50,22,s1,0,0,14.2447,17.911,22.0366,3554.71,1995,0.010747,0.008597,0,62.39,67,409.54,401.48,213282,
pal50g23,partial-low-50-graphql,graphql,partial,low,50,23,s2,0,0,14.2441,17.9811,22.0867,3550.44,1668,0.010789,0.008631,0,58.37,67,403.92,406.76,213026,
pal50g24,partial-low-50-graphql,graphql,partial,low,50,24,s1,0,0,15.2667,19.2473,22.7936,3170.22,1610,0.011548,0.009239,0,56.73,67,396.29,405.37,190213,
pal50g25,partial-low-50-graphql,graphql,partial,low,50,25,s1,0,0,14.3483,17.356,21.0449,3446.9,1795,0.010414,0.008331,0,61.21,67,400.06,397.29,206814,
pal50g26,partial-low-50-graphql,graphql,partial,low,50,26,s3,0,0,15.2139,19.5791,22.2525,3412.46,1997,0.011747,0.009398,0,57.04,67,403.39,408.2,204747,
pal50g27,partial-low-50-graphql,graphql,partial,low,50,27,s2,0,0,14.7127,20.0077,22.5417,3482.28,1801,0.012005,0.009604,0,60.65,67,398.86,404.81,208936,
pal50g28,partial-low-50-graphql,graphql,partial,low,50,28,s3,0,0,14.9448,20.0143,23.045,3476.75,1781,0.012009,0.009607,0,57.32,67,388.95,407.82,208604,
pal50g29,partial-low-50-graphql,graphql,partial,low,50,29,s3,0,0,13.6755,17.8216,22.8251,3533.67,1467,0.010693,0.008554,0,59.8,67,408.35,413.57,212020,
pal100r00,partial-low-100-rest,rest,partial,low,100,0,s3,0,0,27.5927,34.0676,41.4538,3595.36,1648,0.020441,0.016352,0,78.1,89,399.14,405.82,215721,
pal100r01,partial-low-100-rest,rest,partial,low,100,1,s1,0,0,24.1471,29.4863,35.5865,4288.56,2007,0.017692,0.014153,0,87.47,89,402.24,398.38,257313,
pal100r02,partial-low-100-rest,rest,partial,low,100,2,s2,0,0,20.0987,27.4295,30.7057,4758.15,1654,0.016458,0.013166,0,82.59,89,398.28,397.18,285488,
pal100r03,partial-low-100-rest,rest,partial,low,100,3,s2,0,0,25.8329,34.1825,42.8804,3890.58,1584,0.02051,0.016408,0,77.46,89,405.13,406.94,233434,
